team_name,player_name,player_id,role,bowling_type,bowling_style,batting_hand,is_uncapped,ipl_batting_innings,ipl_batting_balls,ipl_batting_runs,ipl_batting_sr,ipl_bowling_matches,ipl_bowling_balls,ipl_bowling_wickets,ipl_bowling_economy
Chennai Super Kings,Matt Henry,e84ac20c,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,4.0,72.0,1.0,9.33
Chennai Super Kings,Mukesh Choudhary,765a4731,Bowler,Fast,Left-arm pace,Left-hand,False,0.0,0.0,0.0,0.0,3.0,42.0,1.0,14.0
Chennai Super Kings,Prashant Veer,e148e6bd,All-rounder,Off-spin,Right-arm off-spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennai Super Kings,Ramakrishna Ghosh,,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennai Super Kings,Shreyas Gopal,7a8bd078,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,False,0.0,0.0,0.0,0.0,3.0,42.0,3.0,9.57
Chennai Super Kings,Zak Foulkes,30f92334,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi Capitals,KL Rahul,b17e2f24,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,36.0,981.0,1333.0,135.88,0.0,0.0,0.0,0.0
Delhi Capitals,Axar Patel,2e171977,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,36.0,547.0,781.0,142.78,39.0,762.0,27.0,7.86
Delhi Capitals,Tristan Stubbs,85b3fab2,All-rounder,Medium,Right-arm pace,Right-hand,False,28.0,427.0,703.0,164.64,5.0,36.0,4.0,11.5
Delhi Capitals,Nitish Rana,fb2d1dda,Batter,Left-arm orthodox,Left-arm orthodox,Left-hand,False,27.0,460.0,672.0,146.09,8.0,65.0,3.0,8.58
Delhi Capitals,Abhishek Porel,ad3b6e95,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,29.0,440.0,661.0,150.23,0.0,0.0,0.0,0.0
Delhi Capitals,David Miller,d67d5f00,Batter,Off-spin,Right-arm off-spin,Left-hand,False,32.0,436.0,622.0,142.66,0.0,0.0,0.0,0.0
Delhi Capitals,Ashutosh Sharma,84d9c311,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,18.0,236.0,393.0,166.53,0.0,0.0,0.0,0.0
Delhi Capitals,Prithvi Shaw,8b3e9c7c,Batter,Leg-spin,Right-arm leg-spin,Right-hand,False,16.0,205.0,304.0,148.29,0.0,0.0,0.0,0.0
Delhi Capitals,Karun Nair,944533a5,Batter,Off-spin,Right-arm off-spin,Right-hand,False,8.0,115.0,198.0,172.17,0.0,0.0,0.0,0.0
Delhi Capitals,Sameer Rizvi,f89d3b11,Batter,Medium,Right-arm pace,Right-hand,False,9.0,122.0,172.0,140.98,0.0,0.0,0.0,0.0
Delhi Capitals,Vipraj Nigam,5ffc0565,Batter,Medium,Right-arm pace,Right-hand,False,8.0,78.0,142.0,182.05,13.0,234.0,11.0,9.26
Delhi Capitals,Kuldeep Yadav,8d2c70ad,Bowler,Left-arm wrist spin,Left-arm wrist spin,Left-hand,False,20.0,105.0,96.0,91.43,39.0,870.0,41.0,7.82
Delhi Capitals,Mitchell Starc,3fb19989,Bowler,Fast,Left-arm pace,Left-hand,False,10.0,21.0,15.0,71.43,24.0,479.0,31.0,10.67
Delhi Capitals,Dushmantha Chameera,327b58d3,Bowler,Fast,Right-arm pace,Right-hand,False,3.0,14.0,10.0,71.43,7.0,120.0,4.0,12.35
Delhi Capitals,Mukesh Kumar,2cffab74,Bowler,Fast,Right-arm pace,Right-hand,False,5.0,18.0,10.0,55.56,32.0,636.0,36.0,10.55
Delhi Capitals,Madhav Tiwari,fb5f69e4,All-rounder,Medium,Right-arm pace,Right-hand,False,1.0,4.0,3.0,75.0,1.0,6.0,0.0,14.0
Delhi Capitals,Ajay Mandal,31ee319e,All-rounder,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi Capitals,Auqib Nabi Dar,557550a4,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi Capitals,Ben Duckett,5f26f677,Batter,Medium,Right-arm pace,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi Capitals,Kyle Jamieson,68c56d09,Bowler,Fast,Right-arm pace,Right-hand,False,2.0,5.0,0.0,0.0,4.0,90.0,5.0,9.8
Delhi Capitals,Lungi Ngidi,f834dcfc,Bowler,Fast,Right-arm pace,Right-hand,False,1.0,2.0,0.0,0.0,2.0,48.0,4.0,10.13
Delhi Capitals,Pathum Nissanka,8ee36b18,Batter,Off-spin,Right-arm off-spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi Capitals,Sahil Parakh,,All-rounder,Leg-spin,Right-arm leg-spin,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi Capitals,T Natarajan,ce794613,Bowler,Fast,Left-arm pace,Left-hand,False,0.0,0.0,0.0,0.0,28.0,603.0,30.0,9.33
Delhi Capitals,Tripurana Vijay,51ec3919,Batter,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat Titans,Shubman Gill,b4b99816,Batter,Off-spin,Right-arm off-spin,Right-hand,False,44.0,1263.0,1966.0,155.66,0.0,0.0,0.0,0.0
Gujarat Titans,Sai Sudharsan,d5130a30,Batter,Medium,Right-arm pace,Left-hand,False,35.0,1108.0,1648.0,148.74,0.0,0.0,0.0,0.0
Gujarat Titans,Jos Buttler,99b75528,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,38.0,865.0,1289.0,149.02,0.0,0.0,0.0,0.0
Gujarat Titans,Shahrukh Khan,7dcb9bc9,Batter,Medium,Right-arm pace,Right-hand,False,30.0,269.0,462.0,171.75,3.0,18.0,1.0,9.67
Gujarat Titans,Rahul Tewatia,39a2dfa8,All-rounder,Leg-spin,Right-arm leg-spin,Left-hand,False,30.0,242.0,374.0,154.55,2.0,13.0,0.0,6.92
Gujarat Titans,Rashid Khan,5f547c8b,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,False,25.0,157.0,272.0,173.25,44.0,994.0,46.0,8.76
Gujarat Titans,Washington Sundar,f19ccfad,All-rounder,Off-spin,Right-arm off-spin,Left-hand,False,11.0,141.0,193.0,136.88,14.0,201.0,6.0,9.88
Gujarat Titans,Anuj Rawat,c8f5f961,Wicketkeeper,Medium,Right-arm pace,Left-hand,False,12.0,148.0,189.0,127.7,0.0,0.0,0.0,0.0
Gujarat Titans,Arshad Khan,12314277,All-rounder,Medium,Right-arm pace,Right-hand,False,11.0,88.0,124.0,140.91,19.0,272.0,12.0,11.63
Gujarat Titans,Glenn Phillips,9a46c4e5,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,5.0,22.0,39.0,177.27,2.0,18.0,1.0,6.67
Gujarat Titans,Kagiso Rabada,e62dd25d,Bowler,Fast,Right-arm pace,Right-hand,False,7.0,24.0,29.0,120.83,21.0,475.0,20.0,10.02
Gujarat Titans,Sai Kishore,c7a995d3,Bowler,Left-arm orthodox,Left-arm orthodox,Left-hand,False,4.0,16.0,18.0,112.5,20.0,345.0,26.0,9.27
Gujarat Titans,Mohammed Siraj,2f49c897,Bowler,Fast,Right-arm pace,Right-hand,False,4.0,14.0,16.0,114.29,43.0,966.0,50.0,8.96
Gujarat Titans,Kumar Kushagra,57ca01b3,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,3.0,7.0,3.0,42.86,0.0,0.0,0.0,0.0
Gujarat Titans,Ishant Sharma,5bb1a1c4,Bowler,Fast,Right-arm pace,Right-hand,False,3.0,8.0,2.0,25.0,24.0,422.0,24.0,9.75
Gujarat Titans,Manav Suthar,025c4400,Bowler,Left-arm orthodox,Left-arm orthodox,Left-hand,False,1.0,2.0,1.0,50.0,1.0,12.0,0.0,13.0
Gujarat Titans,Gurnoor Brar,99258814,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,0.0,0.0,0.0,0.0,1.0,18.0,0.0,14.0
Gujarat Titans,Jayant Yadav,81049310,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,0.0,0.0,0.0,0.0,1.0,24.0,0.0,6.5
Gujarat Titans,Nishant Sindhu,3cea23da,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat Titans,Prasidh Krishna,85e0cf10,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,15.0,354.0,25.0,8.58
Kolkata Knight Riders,Ajinkya Rahane,29e95537,Batter,Medium,Right-arm pace,Right-hand,False,35.0,649.0,958.0,147.61,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Rinku Singh,0a509d6b,Batter,Medium,Right-arm pace,Left-hand,False,36.0,557.0,848.0,152.24,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Sunil Narine,9d430b40,All-rounder,Off-spin,Right-arm off-spin,Left-hand,False,36.0,439.0,755.0,171.98,40.0,888.0,40.0,7.58
Kolkata Knight Riders,Rahul Tripathi,77255a9e,Batter,Leg-spin,Right-arm leg-spin,Right-hand,False,24.0,382.0,493.0,129.06,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Angkrish Raghuvanshi,d7017798,Batter,Medium,Right-arm pace,Right-hand,False,18.0,319.0,463.0,145.14,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Rachin Ravindra,ba5e1069,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,18.0,284.0,413.0,145.42,2.0,12.0,0.0,3.5
Kolkata Knight Riders,Manish Pandey,93b4fc78,Batter,Medium,Right-arm pace,Right-hand,False,13.0,240.0,294.0,122.5,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Ramandeep Singh,be24ead0,All-rounder,Medium,Right-arm pace,Right-hand,False,16.0,96.0,172.0,179.17,1.0,4.0,0.0,13.5
Kolkata Knight Riders,Rovman Powell,650d5e49,Batter,Medium,Right-arm pace,Right-hand,False,11.0,82.0,115.0,140.24,1.0,12.0,1.0,9.0
Kolkata Knight Riders,Harshit Rana,77b1aa15,Bowler,Fast,Right-arm pace,Right-hand,False,8.0,53.0,57.0,107.55,30.0,619.0,39.0,9.64
Kolkata Knight Riders,Anukul Roy,e4cdf230,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,6.0,23.0,26.0,113.04,7.0,106.0,4.0,8.6
Kolkata Knight Riders,Akash Deep,0a67aec0,Bowler,Fast,Right-arm pace,Right-hand,False,4.0,12.0,25.0,208.33,9.0,165.0,5.0,12.65
Kolkata Knight Riders,Umran Malik,81c08fa3,Bowler,Fast,Right-arm pace,Right-hand,False,1.0,7.0,19.0,271.43,9.0,126.0,5.0,11.14
Kolkata Knight Riders,Vaibhav Arora,7c3b3b78,Bowler,Fast,Right-arm pace,Right-hand,False,5.0,11.0,4.0,36.36,27.0,532.0,33.0,9.74
Kolkata Knight Riders,Varun Chakravarthy,5b7ab5a9,Bowler,Off-spin,Right-arm off-spin,Right-hand,False,3.0,10.0,2.0,20.0,41.0,917.0,58.0,8.15
Kolkata Knight Riders,Cameron Green,19b9f399,All-rounder,Fast,Right-arm pace,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Daksh Kamra,1a628a92,All-rounder,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Finn Allen,b52ffbbd,Wicketkeeper,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Kartik Tyagi,5d2eea49,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,4.0,61.0,1.0,14.16
Kolkata Knight Riders,Matheesha Pathirana,64839cb3,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,30.0,661.0,45.0,9.0
Kolkata Knight Riders,Prashant Solanki,c695b423,Bowler,Left-arm orthodox,Left-arm orthodox,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Sarthak Ranjan,d7cdefa9,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Tejasvi Singh,0bf15e52,Wicketkeeper,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata Knight Riders,Tim Seifert,4663bd23,Wicketkeeper,Medium,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucknow Super Giants,Nicholas Pooran,3241e3fd,Wicketkeeper,Medium,Right-arm pace,Left-hand,False,43.0,751.0,1381.0,183.89,0.0,0.0,0.0,0.0
Lucknow Super Giants,Aiden Markram,6a26221c,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,37.0,670.0,913.0,136.27,13.0,127.0,5.0,8.88
Lucknow Super Giants,Mitchell Marsh,3d8feaf8,All-rounder,Fast,Right-arm pace,Right-hand,False,26.0,516.0,816.0,158.14,11.0,169.0,13.0,9.76
Lucknow Super Giants,Ayush Badoni,872b03f7,Batter,Leg-spin,Right-arm leg-spin,Right-hand,False,35.0,563.0,802.0,142.45,5.0,23.0,2.0,9.91
Lucknow Super Giants,Rishabh Pant,919a3be2,Wicketkeeper,Medium,Right-arm pace,Left-hand,False,26.0,489.0,715.0,146.22,0.0,0.0,0.0,0.0
Lucknow Super Giants,Abdul Samad,8e514b4c,Batter,Leg-spin,Right-arm leg-spin,Right-hand,False,32.0,326.0,515.0,157.98,1.0,2.0,0.0,18.0
Lucknow Super Giants,Josh Inglis,989889ff,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,11.0,171.0,278.0,162.57,0.0,0.0,0.0,0.0
Lucknow Super Giants,Wanindu Hasaranga,a97c8ec2,All-rounder,Leg-spin,Right-arm leg-spin,Right-hand,False,10.0,43.0,42.0,97.67,19.0,420.0,20.0,9.07
Lucknow Super Giants,Anrich Nortje,acdc62f5,Bowler,Fast,Right-arm pace,Right-hand,False,9.0,37.0,41.0,110.81,18.0,414.0,18.0,10.94
Lucknow Super Giants,Avesh Khan,eef2536f,Bowler,Fast,Right-arm pace,Right-hand,False,7.0,18.0,31.0,172.22,37.0,787.0,40.0,9.96
Lucknow Super Giants,Mohammed Shami,8cf9814c,Bowler,Fast,Right-arm pace,Right-hand,False,6.0,16.0,15.0,93.75,26.0,571.0,34.0,9.25
Lucknow Super Giants,Matthew Breetzke,35f173a0,Batter,Medium,Right-arm pace,Right-hand,False,1.0,12.0,14.0,116.67,0.0,0.0,0.0,0.0
Lucknow Super Giants,Arjun Tendulkar,44aac2f0,Bowler,Fast,Left-arm pace,Left-hand,False,1.0,9.0,13.0,144.44,5.0,73.0,3.0,9.62
Lucknow Super Giants,Arshin Kulkarni,2d140b79,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,2.0,8.0,9.0,112.5,0.0,0.0,0.0,0.0
Lucknow Super Giants,Mohsin Khan,c33d8116,Bowler,Fast,Left-arm pace,Left-hand,False,2.0,8.0,2.0,25.0,14.0,288.0,13.0,10.33
Lucknow Super Giants,Digvesh Rathi,13fc5c6d,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,1.0,3.0,1.0,33.33,13.0,312.0,14.0,8.37
Lucknow Super Giants,Akash Singh,b483905d,Bowler,Fast,Left-arm pace,Left-hand,False,0.0,0.0,0.0,0.0,9.0,181.0,9.0,9.51
Lucknow Super Giants,Himmat Singh,ebcfef83,All-rounder,Off-spin,Right-arm off-spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucknow Super Giants,Manimaran Siddharth,cf0ccafa,Bowler,Left-arm orthodox,Left-arm orthodox,Left-hand,False,0.0,0.0,0.0,0.0,5.0,97.0,3.0,8.66
Lucknow Super Giants,Mayank Yadav,c6355538,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mumbai Indians,Suryakumar Yadav,271f83cd,Batter,Off-spin,Right-arm off-spin,Right-hand,False,43.0,964.0,1667.0,172.93,0.0,0.0,0.0,0.0
Mumbai Indians,Rohit Sharma,740742ef,Batter,Off-spin,Right-arm off-spin,Right-hand,False,45.0,804.0,1167.0,145.15,0.0,0.0,0.0,0.0
Mumbai Indians,Tilak Varma,b0482a1d,All-rounder,Off-spin,Right-arm off-spin,Left-hand,False,37.0,730.0,1102.0,150.96,2.0,10.0,0.0,9.0
Mumbai Indians,Hardik Pandya,dbe50b21,All-rounder,Fast,Right-arm pace,Right-hand,False,40.0,539.0,786.0,145.83,37.0,576.0,28.0,10.16
Mumbai Indians,Quinton de Kock,372455c4,Wicketkeeper,Medium,Right-arm pace,Left-hand,False,23.0,403.0,545.0,135.24,0.0,0.0,0.0,0.0
Mumbai Indians,Will Jacks,9caf69a1,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,19.0,302.0,463.0,153.31,13.0,138.0,8.0,9.61
Mumbai Indians,Naman Dhir,fffa744b,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,19.0,216.0,392.0,181.48,5.0,52.0,0.0,8.77
Mumbai Indians,Ryan Rickelton,e66732f8,Batter,Medium,Right-arm pace,Left-hand,False,14.0,255.0,388.0,152.16,0.0,0.0,0.0,0.0
Mumbai Indians,Sherfane Rutherford,d014d5ac,All-rounder,Medium,Right-arm pace,Left-hand,False,11.0,184.0,291.0,158.15,0.0,0.0,0.0,0.0
Mumbai Indians,Shardul Thakur,1abb78f8,All-rounder,Fast,Right-arm pace,Right-hand,False,17.0,99.0,152.0,153.54,28.0,520.0,25.0,10.53
Mumbai Indians,Mitchell Santner,e4a0deae,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,13.0,54.0,56.0,103.7,19.0,363.0,15.0,7.64
Mumbai Indians,Corbin Bosch,172dff15,All-rounder,Fast,Right-arm pace,Right-hand,False,2.0,32.0,47.0,146.88,2.0,42.0,1.0,8.0
Mumbai Indians,Deepak Chahar,23eeb873,Bowler,Fast,Right-arm pace,Right-hand,False,5.0,27.0,38.0,140.74,32.0,591.0,29.0,8.95
Mumbai Indians,Trent Boult,a818c1be,Bowler,Fast,Left-arm pace,Left-hand,False,10.0,33.0,32.0,96.97,41.0,894.0,51.0,8.62
Mumbai Indians,Mayank Markande,a9fd84fb,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,False,3.0,13.0,21.0,161.54,17.0,360.0,20.0,9.32
Mumbai Indians,Mohammed Izhar,2f49c897,Bowler,Fast,Right-arm pace,Right-hand,False,4.0,14.0,16.0,114.29,43.0,966.0,50.0,8.96
Mumbai Indians,Jasprit Bumrah,462411b3,Bowler,Fast,Right-arm pace,Right-hand,False,5.0,13.0,12.0,92.31,25.0,595.0,38.0,6.69
Mumbai Indians,Raj Bawa,ba6b2f91,All-rounder,Fast,Right-arm pace,Left-hand,False,1.0,4.0,8.0,200.0,0.0,0.0,0.0,0.0
Mumbai Indians,Robin Minz,bafd0398,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,2.0,15.0,6.0,40.0,0.0,0.0,0.0,0.0
Mumbai Indians,AM Ghazanfar,9ca68676,Bowler,Off-spin,Right-arm off-spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mumbai Indians,Ashwani Kumar,d45c29b1,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,7.0,123.0,11.0,11.41
Mumbai Indians,Atharva Ankolekar,d6cd318e,Bowler,Left-arm orthodox,Left-arm orthodox,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mumbai Indians,Danish Malewar,,Batter,Leg-spin,Right-arm leg-spin,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mumbai Indians,Raghu Sharma,5b615e7c,Bowler,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab Kings,Prabhsimran Singh,9418198b,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,46.0,818.0,1291.0,157.82,0.0,0.0,0.0,0.0
Punjab Kings,Marcus Stoinis,d9273ee7,All-rounder,Fast,Right-arm pace,Right-hand,False,40.0,618.0,956.0,154.69,21.0,234.0,10.0,10.38
Punjab Kings,Shreyas Iyer,85ec8e33,Batter,Leg-spin,Right-arm leg-spin,Right-hand,False,31.0,582.0,955.0,164.09,0.0,0.0,0.0,0.0
Punjab Kings,Nehal Wadhera,d1a60072,Batter,Medium,Right-arm pace,Right-hand,False,31.0,501.0,719.0,143.51,2.0,17.0,0.0,7.76
Punjab Kings,Shashank Singh,26989d80,All-rounder,Medium,Right-arm pace,Right-hand,False,28.0,443.0,704.0,158.92,2.0,18.0,1.0,10.67
Punjab Kings,Priyansh Arya,b5797845,Batter,Medium,Right-arm pace,Left-hand,False,18.0,298.0,545.0,182.89,0.0,0.0,0.0,0.0
Punjab Kings,Harpreet Brar,c05edf8e,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,17.0,108.0,138.0,127.78,31.0,523.0,26.0,8.24
Punjab Kings,Marco Jansen,81c36ee9,All-rounder,Fast,Left-arm pace,Left-hand,False,16.0,119.0,132.0,110.92,25.0,507.0,27.0,10.12
Punjab Kings,Azmatullah Omarzai,8f6dd463,All-rounder,Fast,Right-arm pace,Right-hand,False,9.0,74.0,99.0,133.78,15.0,288.0,12.0,9.92
Punjab Kings,Vishnu Vinod,0494fa6e,Wicketkeeper,Medium,Right-arm pace,Right-hand,False,3.0,30.0,37.0,123.33,0.0,0.0,0.0,0.0
Punjab Kings,Vijaykumar Vyshak,54e52590,Bowler,Fast,Right-arm pace,Right-hand,False,4.0,12.0,14.0,116.67,16.0,333.0,17.0,10.4
Punjab Kings,Xavier Bartlett,3b53243a,Bowler,Fast,Right-arm pace,Right-hand,False,1.0,15.0,11.0,73.33,4.0,60.0,2.0,9.6
Punjab Kings,Arshdeep Singh,244048f6,Bowler,Fast,Left-arm pace,Left-hand,False,4.0,11.0,8.0,72.73,44.0,957.0,57.0,9.64
Punjab Kings,Suryansh Shedge,970ddd24,All-rounder,Off-spin,Right-arm off-spin,Right-hand,False,3.0,11.0,7.0,63.64,1.0,18.0,0.0,13.33
Punjab Kings,Lockie Ferguson,2f9d0389,Bowler,Fast,Right-arm pace,Right-hand,False,2.0,2.0,5.0,250.0,14.0,258.0,15.0,10.81
Punjab Kings,Ben Dwarshuis,e1b9f3a9,Bowler,Fast,Left-arm pace,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab Kings,Cooper Connolly,fe366f34,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab Kings,Harnoor Singh,8b5b6769,Batter,Medium,Right-arm pace,Left-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab Kings,Musheer Khan,d621b427,All-rounder,Left-arm orthodox,Left-arm orthodox,Left-hand,False,1.0,3.0,0.0,0.0,1.0,12.0,1.0,13.5
Punjab Kings,Pyla Avinash,,Batter,Fast,Right-arm pace,Right-hand,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab Kings,Yash Thakur,4b31f3a3,Bowler,Fast,Right-arm pace,Right-hand,False,0.0,0.0,0.0,0.0,21.0,443.0,25.0,10.59
Punjab Kings,Yuzvendra Chahal,57ee1fde,Bowler,Leg-spin,Right-arm leg-spin,Right-hand,False,0.0,0.0,0.0,0.0,42.0,935.0,55.0,9.07
Rajasthan Royals,Yashasvi Jaiswal,6c19c6e5,Batter,Left-arm orthodox,Left-arm orthodox,Left-hand,False,43.0,1009.0,1619.0,160.46,0.0,0.0,0.0,0.0
